year,mine.name,mine.state,countystr,mine.basin,mine.status,mine.type,company.type,operation.type,operating.company,operating.company.address,production.stons,average.employees,labor.hours,ARC
2002,C3 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","General Delivery, Grays Knob, KY 40829","61,071",13,"38,633",1
2002,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,D&c Mining Corporation,"P.O. Box 148, Fries, VA 24330",0,2,"5,473",1
2002,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Old Virginia Services, L.L.C.","P.O. Box 1916, Mechanicsvill, VA 23116",0,54,"101,135",1
2002,Rb #5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Highway 72, Pathfork, KY 40863","180,811",23,"47,034",1
2002,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Stillhouse Mining Llc,"P.O. Box 1226, Norton, VA 24273","445,129",33,"83,125",1
2002,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","1,332,926",166,"388,397",1
2002,"D & C Mining  Corp,",Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp,"P.O. Box 148, Fries, VA 24330","53,050",15,"22,012",1
2002,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lakeway Mining Incorporated,"2014 Cumberland Avenue, Middlesboro, KY 40965","210,772",24,"55,028",1
2002,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Cave Spur Coal Llc,"P.O. Box 1226, Norton, VA 24273","810,061",68,"161,138",1
2002,Mine No1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Panther Mining Llc,"P.O. Box 1226, Norton, VA 24273","89,681",21,"24,091",1
2002,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Cloverlick Coal Company Llc,"P.O. Box 1226, Norton, VA 24273","916,526",62,"152,680",1
2002,Rb 10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Hwy 72, Pathfrok, KY 40863","172,452",21,"43,692",1
2002,Mine No. 4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Kincaid Mining Co. Inc.,"700 N 19th Street, Middlesboro, KY 40965","12,837",8,"6,859",1
2002,Creech #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","P.O. Box 249, Stanville, KY 41659","369,426",62,"132,142",1
2002,Dte Clover,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Dte Clover Llc,"2680 West Hwy 221, Bledsoe, KY 40810",0,14,"31,420",1
2002,No 1 Mine,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Contractor,Mine only,C And R Leasing Inc.,"14551  Elkhorn Creek Rd, Shelby Gap, KY 41563","53,308",17,"21,884",1
2002,Brd #3,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Contractor,Mine only,B R & D Enterprises Inc,"P.O. Box 2218, Middlesboro, KY 40965","736,302",77,"189,675",1
2002,D2 Mine,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","62,257",14,"43,536",1
2002,Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc,"Rte 1 Box 374, Evarts, KY 40828",0,16,"30,668",1
2002,Mine #19,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"Rt 1 Box 374, Evarts, KY 40828","144,003",26,"54,820",1
2002,Pathfork Mine #1,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Maggard Mining,"P.O. Box 223, Harrogate, TN 37752","80,129",27,"30,774",1
2002,K3,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","23,897",13,"23,598",1
2002,KentuckyWallins,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Operating Subsidiary,Mine only,Powell Mountain Coal Company I,"P.O. Box 249, Stanville, KY 41659","315,141",62,"132,080",1
2002,B & D #1,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,B & D Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","39,704",38,"11,648",1
2002,Mine #16,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"Rt 1 Box 374, Evarts, KY 40828","106,463",28,"47,727",1
2001,Clover,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Bledsoe Coal Corporation,"H.C. 82 Box 351a, Big Laurel, KY 40808",0,13,"32,918",1
2001,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Highlands Mining & Processing,"P.O. Box 280, Whitesburg, KY 41858","333,319",38,"78,798",1
2001,B & D #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,B & D Mining Llc,"P.O. Box P.O., Middlesboro, KY 40965","14,298",13,"7,672",1
2001,B & D # 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"B & D Mining, Llc.","P.O. Box 838, Middlesboro, KY 40965","104,606",39,"33,920",1
2001,Brd #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"Br&d Enterprises, Inc.","P.O. Box 2218, Middlesboro, KY 40965","729,973",84,"216,149",1
2001,Darby Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Kentucky Darby Llc,"P.O. Box 2561, Middlesboro, KY 40965","134,614",20,"33,648",1
2001,# 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Northpoint Resources Llc,"P.O. Box 2800, Wise, VA 24293","256,401",35,"77,888",1
2001,Mine No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"A & M Coal Co., Inc.","P.O. Box 220, Mary Alice, KY 40964","25,966",26,"12,696",1
2001,Darby Fork No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Lone Mountain Processing, Inc.","P.O. Box 40, Penningtongap, VA 24277","1,047,698",123,"300,008",1
2001,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Co. Inc.,"8174 E Hwy 72, Pathfork, KY 40863",0,25,"53,327",1
2001,C2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","331,405",65,"187,087",1
2001,R B # 4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co. Inc.,"8174 E Hwy 72, Pathfork, KY 40863","343,998",45,"94,413",1
2001,Totz Prep. Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Co.,"Gen. Del., Grays Knob, KY 40829",0,10,"27,113",1
2001,Verda Tipple,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Manalapan Mining Co., Inc.","P.O. Box 311, Brookside, KY 40801",0,2,"5,373",1
2001,D2 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","37,341",15,"45,035",1
2001,Liggett Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Debra Lynn Coals, Inc.","P.O. Box 297, Grays Knob, KY 40829",0,1,"2,855",1
2001,# 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Northpoint Resources, Llc","P O Box 2800, Wise, VA 24293","75,603",26,"19,541",1
2001,Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc.,"Rt. 1 Box 374, Evarts, KY 40828",0,24,"47,711",1
2001,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,D&c Mining Corporation,"P.O. Box 148, Fries, VA 24330",0,2,"5,601",1
2001,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Mountain Labor Llc,"P.O. Box 1916, Mechanicsvill, VA 23116",0,40,"68,623",1
2001,# 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Northpoint Resources, Llc","P.O. Box 2800, Wise, VA 24293","166,438",36,"64,592",1
2001,Rb #5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Highway 72, Pathfork, KY 40863","211,909",23,"51,501",1
2001,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Stillhouse Mining Llc,"P.O. Box 1226, Norton, VA 24273","568,365",34,"85,717",1
2001,Huff Creek No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc.,"P.O. Box 40, Pennington Ga, VA 24277","1,724,557",163,"394,812",1
2001,Mine #16,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"Rt 1 Box 374, Evarts, KY 40828","239,458",42,"83,539",1
2001,Mine # 19,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co. Inc,"Rt 1 Box 374, Evarts, KY 40828","211,229",26,"50,528",1
2001,D & C Mining,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp.,"6314 Pole Bridge Rd. # 6, Wise, VA 24293","9,283",10,"5,509",1
2001,Mine No.1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,High Splint Coal Llc,"P.O. Box 1226, Norton, VA 24273","302,985",31,"76,932",1
2001,Mine No.1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Cave Spur Coal, Llc","P.O. Box 1226, Norton, VA 24273","828,009",64,"158,527",1
2001,Pathfork Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Maggard Mining,"P.O. Box 223, Harrogate, TN 37752","98,856",23,"44,268",1
2001,Mine No.1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Cloverlick Coal Company, Llc","P.O. Box 1226, Norton, VA 24273","584,702",47,"117,169",1
2001,Rb 10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 East Hwy 72, Pathfrok, KY 40863","176,642",22,"50,297",1
2001,KentuckyWallins,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","P.O. Box 249, Stanville, KY 41659","430,563",81,"178,461",1
2001,Bullhorn Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corporation,"1374 Highway 192 East, London, KY 40741","463,308",32,"80,221",1
2001,Creech #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","P.O. Box 249, Stanville, KY 41659","295,059",56,"121,066",1
2001,Mine No. 4,Kentucky (East),Harlan,Appalachia Central,"Active, men not working, not producing",Underground,Indepedent Producer Operator,Mine only,Kincaid Mining Co. Inc.,"700 N 19th Street, Middlesboro, KY 40965","2,585",8,"3,078",1
2001,Darby # 3,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Hunter Coales Llc,"Box 51, Holmes Mill, KY 40843","16,435",12,"1,753",1
2001,#1,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,A & M Coal Company Inc,"P.O. Box 220, Mary Alice, KY 40964","107,476",22,"38,666",1
2001,No.12,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,"HarLee Coal Co., Inc.","P.O. Box 886, Clintwood, VA 24228","80,549",27,"51,880",1
2001,No 1 Mine,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,C & R Leasing Inc,"P.O. Box 886, Clintwood, VA 24228","58,025",24,"37,582",1
2001,C3 Mine,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","17,717",11,"22,804",1
2001,Mine # 17,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","Rt 1 Box 374, Evarts, KY 40828","127,622",20,"38,851",1
2001,# 2,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Matt Mining, Inc.","P.O. Box 400, Cawood, KY 40815","1,255",2,240,1
2001,Rb #8,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E. Hwy 72, Pathfork, KY 40863","57,190",13,"14,757",1
2001,Dayhoit Tipple,Kentucky (East),Harlan,Appalachia Central,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,Shamrock Fuel Inc,"General Delivery, Dayhoit, KY 40824",0,5,"11,128",1
2000,Straight Creek Transloader,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Shamrock Coal Company Inc,"1374 Hwy 192 East, London, KY 40741",0,,,1
2000,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Highlands Mining & Processing,"Po Box 280, Whitesburg, KY 41858","93,414",,,1
2000,No.12,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"HarLee Coal Co., Inc.","P.O. Box 886, Clintwood, VA 24228","139,750",,,1
2000,No. 14 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"HarLee Coal Co., Inc.","Box 886, Clintwook, VA 24228","80,759",,,1
2000,Brd #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"Br&d Enterprises, Inc.","P.O. Box 2218, Middlesboro, KY 40965","826,332",,,1
2000,Darby Fork No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Lone Mountain Processing, Inc.","P.O. Box 40, Penningtongap, VA 24277","948,114",,,1
2000,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Co. Inc.,"8174 E Hwy 72, Pathfork, KY 40863",0,,,1
2000,C2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","586,294",,,1
2000,R B # 4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co. Inc.,"8174 E Hwy 72, Pathfork, KY 40863","465,780",,,1
2000,Dayhoit Tipple,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Shamrock Fuel, Inc.","General Delivery, Dayhoit, KY 40824",0,,,1
2000,Totz Prep. Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Co.,"Gen. Del., Grays Knob, KY 40829",0,,,1
2000,Verda Tipple,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Manalapan Mining Co., Inc.","P.O. Box 311, Brookside, KY 40801",0,,,1
2000,# 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Northpoint Resources, Llc","P O Box 2800, Wise, VA 24293","229,072",,,1
2000,Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc.,"Rt. 1 Box 374, Evarts, KY 40828",0,,,1
2000,Darby # 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Hunter Coales Llc,"Box 51, Holmes Mill, KY 40843","11,461",,,1
2000,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,D&c Mining Corporation,"P.O. Box 148, Fries, VA 24330",0,,,1
2000,No. 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Mountain Labor Llc,"45 Stamper Lane, Pikeville, KY 41501",0,,,1
2000,#1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,A&m Coal Co. Inc.,"P.O. Box 220, Mary Alice, KY 40964","202,774",,,1
2000,Rb #5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co. Inc.,"8174 E Hwy 72, Pathfork, KY 40863","174,232",,,1
2000,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Stillhouse Mining Llc,"P.O. Box 1226, Norton, VA 24273","534,843",,,1
2000,Huff Creek No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc.,"P.O. Box 40, Pennington Ga, VA 24277","1,354,771",,,1
2000,Mine # 16,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","Rt 1 Box 374, Evarts, KY 40828","257,024",,,1
2000,Mine # 17,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","Rt 1 Box 374, Evarts, KY 40828","202,298",,,1
2000,Mine # 19,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co. Inc,"Rt 1 Box 374, Evarts, KY 40828","225,374",,,1
2000,Rb #8,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E. Hwy 72, Pathfork, KY 40863","103,188",,,1
2000,Mine # 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,B & A Mining Inc.,"P.O. Box 28, Pennington Ga, VA 24277","4,489",,,1
2000,Mine No.1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,High Splint Coal Llc,"P.O. Box 1226, Norton, VA 24273","301,685",,,1
2000,Pathfork Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Maggard Mining,"P.O. Box 223, Harrogate, TN 37752","12,593",,,1
2000,Mine No.1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Cloverlick Coal Company, Llc","P.O. Box 1226, Norton, VA 24273","6,676",,,1
2000,Bullhorn Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Bledsoe Coal Corporation,"1374 Highway 192 East, London, KY 40741","291,209",,,1
2000,Rb 10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 East Hwy 72, Pathfrok, KY 40863","10,163",,,1
2000,# 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Tricoal, Inc.","P.O. Box 517, Middlesboro, KY 40965","24,144",,,1
2000,KentuckyWallins,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","P.O. Box 249, Stanville, KY 41659","455,852",,,1
2000,Mine No.1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Cave Spur Coal, Llc","P.O. Box 1226, Norton, VA 24273","460,434",,,1
2000,Creech #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","P.O. Box 249, Stanville, KY 41659","45,794",,,1
2000,# 2,Kentucky (East),Harlan,Appalachia Central,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Northpoint Resources, Llc","P.O. Box 517, Middlesboro, KY 40895","24,998",,,1
2000,Rb #9,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E. Hwy 72, Pathfork, KY 40863","41,242",,,1
2000,Mine #2,Kentucky (East),Harlan,Appalachia Central,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","Rt.1 Box 374, Evarts, KY 40828","41,005",,,1
2000,H1 Mine,Kentucky (East),Harlan,Appalachia Central,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Co,"General Delivery, Grays Knob, KY 40829","8,903",,,1
2000,Mine # 15,Kentucky (East),Harlan,Appalachia Central,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","Rt 1 Box 374, Evarts, KY 40828","26,340",,,1
